Master ID,Source Stage,Original ID,Object Type,Title,Start Year,End Year,Date Text,Brand / Promoter,Primary Subject,Geography,BMXMuseum Status,Exact Reference ID,Source Role,Evidence / Limitation,Confidence,Rights Code,Research Status,Primary Source URL,Secondary Source URL,Normalized Duplicate Key,Duplicate Group,Canonical Action,Notes,Accessed,Category ID,Primary Category
EPH-0435,v1.2 chronological census,V12-ABMX-0374,Archive collection,Tracy McKinney Me & My Bike profile,1983,1983,September 1983,Tracy McKinney; BMX Action Bike,"Rider-and-equipment profile documenting racing background, bicycle setup, and competitive experience.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,tracy mckinney me my bike profile september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 62 onward. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0436,v1.2 chronological census,V12-ABMX-0375,Product announcement / kit,September Trick Stuff product roundup,1983,1983,September 1983,BMX Action Bike; period manufacturers,Editorial product roundup recording newly introduced BMX components and accessories.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,september trick stuff product roundup september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 54. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-008,Product announcements and technical material
EPH-0437,v1.2 chronological census,V12-ABMX-0376,Catalog mailer,BMX Action Bike September back-copy mailer,1983,1983,September 1983,BMX Action Bike; UKBMX Publications,Mail-order offer for available prior issues.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,bmx action bike september back copy mailer september 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed mail-order section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0438,v1.2 chronological census,V12-ABMX-0377,Catalog mailer,BMX Action Bike September binder offer,1983,1983,September 1983,BMX Action Bike; UKBMX Publications,Mail-order binder for preserving twelve issues.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,bmx action bike september binder offer september 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed mail-order section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0439,v1.2 chronological census,V12-ABMX-0378,Catalog mailer,BMX Action Bike September subscription offer,1983,1983,September 1983,BMX Action Bike; UKBMX Publications,Subscription rate card for United Kingdom and international readers.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,bmx action bike september subscription offer september 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed mail-order section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0440,v1.2 chronological census,V12-ABMX-0379,Information-pack mailer,King Sticker September packet offer,1983,1983,September 1983,King Sticker,Mail-order sticker packet promotion.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,king sticker september packet offer september 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed advertisement section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0441,v1.2 chronological census,V12-ABMX-0380,Product literature,SportsPlus BMX track-design service campaign,1983,1983,September 1983,SportsPlus,Professional track-design and landscaping service advertisement.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,sportsplus bmx track design service campaign september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed advertisement section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0442,v1.2 chronological census,V12-ABMX-0381,Product announcement / kit,Skyway coaster conversion-kit announcement,1983,1983,September 1983,Skyway,Industry news item announcing a coaster conversion kit for freestyle riders.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,skyway coaster conversion kit announcement september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed Hotlines section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-008,Product announcements and technical material
EPH-0443,v1.2 chronological census,V12-ABMX-0382,Product announcement / kit,Yes motorized-visor helmet announcement,1983,1983,September 1983,Yes,Industry news item announcing a powered helmet visor and proposed remote handlebar control.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,yes motorized visor helmet announcement september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed Hotlines section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-008,Product announcements and technical material
EPH-0444,v1.2 chronological census,V12-ABMX-0383,Factory-team history,Hutch United Kingdom factory-team formation notice,1983,1983,September 1983,Hutch; Damion Myles,Factory-team news announcing a new UK squad and its first named rider.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,hutch united kingdom factory team formation notice september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed Hotlines section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-006,"Teams, riders, and brand campaigns"
